SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
EU27.1.0.0.0.UVGD,EU27,1,0,0,0,UVGD,European Union,01 Gross domestic product,Gross domestic product at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5760.1,6031.36,6341.08,6639.73,6823.11,7113.41,7442.8,7884.97,8260.28,8559.62,8792.71,9195.75,9600.08,10160.8,10788.36,11137.24,10651.75,11048.43,11408.46,11467.79,11595.37,11868.14,12307.17,12640.5,13168.34,13628.37,14122.99,13580.27,14794.46,16144.22,17193.75,17907.53,18609.82,19344.28,,,,,,,
EU15.1.0.0.0.UVGD,EU15,1,0,0,0,UVGD,European Union (15 countries),01 Gross domestic product,Gross domestic product at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6238.74,6492.31,6510.76,6808.77,7062.6,7421.85,7830.88,8182.64,8613.07,9219.75,9573.45,9887.94,10043.65,10521.38,10923.34,11510.15,12103.65,12066.88,11435.73,11899.91,12248.15,12494.15,12597.39,13046.89,13750.83,13846.62,14208.59,14619.99,15122.96,14434.6,15780.57,17199.12,18171,18911.2,19626.38,20322.69,,,,,,,
EA19.1.0.0.0.UVGD,EA19,1,0,0,0,UVGD,Euro area (19 countries),01 Gross domestic product,Gross domestic product at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5257.64,5485.28,5744.02,5987.41,6132.69,6381.16,6682.07,7036.94,7368.52,7619.74,7844.56,8180.12,8482.93,8940.64,9436.18,9671.81,9336.39,9600.06,9876.21,9907.76,10013.38,10254.98,10615.1,10906.04,11316.2,11690.78,12082.06,11564.47,12554.51,13656.4,14516.55,15044.35,15577.03,16142.58,,,,,,,
EA20.1.0.0.0.UVGD,EA20,1,0,0,0,UVGD,Euro area,01 Gross domestic product,Gross domestic product at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5266.6,5497.97,5761.34,6006.33,6153.9,6404.14,6704.24,7060.57,7394.46,7648.5,7875.58,8213.93,8519.77,8981.26,9480.61,9720.38,9382.26,9646.05,9921.98,9952.63,10058.19,10299.26,10660.6,10953.62,11366.4,11743.82,12137.82,11615.19,12612.91,13724.01,14594.6,15130.59,15668.95,16239.07,,,,,,,
EA12.1.0.0.0.UVGD,EA12,1,0,0,0,UVGD,Euro area (12 countries),01 Gross domestic product,Gross domestic product at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4898.34,5163.42,5219.27,5439.53,5689.55,5927.4,6064.1,6306.94,6605.11,6950.57,7275.63,7519.11,7735.52,8059.84,8349.05,8788.08,9254.49,9470.1,9152.03,9408.99,9674.08,9698.52,9800.49,10035.14,10385.87,10669.02,11063.16,11419.02,11794.08,11279.34,12237.76,13301.74,14126.64,14632.56,15140.82,15683.12,,,,,,,
DU15.1.0.0.0.UVGD,DU15,1,0,0,0,UVGD,EU15 (including D_W West-Germany),01 Gross domestic product,Gross domestic product at current prices ,"Mrd ECU/EUR, Standard aggregation",314.501,342.931,374.204,408.988,453.179,495.31,535.758,571.956,622.482,696.523,785.505,871.466,969.866,1121.939,1301.841,1462.971,1678.408,1858.18,2043.38,2323.084,2620.464,2904.906,3176.334,3393.073,3684.601,3959.637,4183.632,4406.505,4813.866,5275.686,5681.224,6071.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
DA12.1.0.0.0.UVGD,DA12,1,0,0,0,UVGD,EA12 (including D_W West-Germany),01 Gross domestic product,Gross domestic product at current prices ,"Mrd ECU/EUR, Standard aggregation",224.098,247.029,272.872,300.842,334.107,365.708,396.383,424.778,472.405,531.665,600.385,667.374,748.937,886.498,1036.145,1158.711,1339.398,1488.652,1634.66,1840.9,2034.327,2210.561,2429.629,2610.051,2832.364,3023.364,3276.181,3449.252,3704.968,4063.662,4429.859,4730.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
BEL.1.0.0.0.UVGD,BEL,1,0,0,0,UVGD,Belgium,01 Gross domestic product,Gross domestic product at current prices ,Mrd EURO-BEF,14.9664,15.8938,16.991,18.2776,20.4572,22.2956,23.939,25.659,27.4358,30.4319,33.8364,36.8178,40.8672,46.4351,54.1302,60.1243,68.3368,73.9212,79.108,85.0063,91.9382,96.3925,104.3078,110.505,119.3899,126.9783,132.9088,138.2645,147.9356,160.4111,170.0968,178.1976,187.121,192.7214,203.1069,210.4891,214.2871,224.1015,232.6238,242.3076,256.3764,264.3349,273.2559,281.2002,296.8197,310.0376,325.1515,343.6189,351.7431,347.7349,363.2424,378.7454,387.9349,394.6163,404.9583,415.538,428.4671,443.4072,459.4918,479.4449,463.7509,506.0232,563.5436,596.3206,619.2461,642.2,665.5253,,,,,,,
BGR.1.0.0.0.UVGD,BGR,1,0,0,0,UVGD,Bulgaria,01 Gross domestic product,Gross domestic product at current prices ,Mrd BGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,0.1972,0.2918,0.4344,0.7637,1.2757,2.1871,19.0324,26.46,25.0429,28.1249,30.9867,34.0687,36.6379,41.2013,47.0172,53.6084,63.4945,72.8471,73.1815,74.8876,81.1263,82.6428,82.2534,84.1477,89.5714,95.3494,102.683,109.7817,119.9065,121.0884,139.602,168.36,185.2325,198.7712,209.2268,221.4335,,,,,,,
CZE.1.0.0.0.UVGD,CZE,1,0,0,0,UVGD,Czechia,01 Gross domestic product,Gross domestic product at current prices ,Mrd CZK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683.237,881.482,989.512,1217.096,1388.72,1607.591,1840.556,1982.423,2168.884,2267.275,2399.7,2591.574,2704.466,2833.197,3087.777,3288.493,3530.252,3856.629,4037.564,3945.505,4032.952,4095.355,4118.386,4169.011,4377.991,4651.813,4843.03,5179.344,5475.773,5888.869,5828.318,6307.755,7049.872,7618.557,8003.079,8387.243,8820.887,,,,,,,
