SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
EU27.1.0.0.0.UCPH,EU27,1,0,0,0,UCPH,European Union,01 Private final consumption expenditure,Private final consumption expenditure at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3526.47,3716.45,3804.58,3956.6,4152.56,4404.46,4602.35,4755.38,4906.84,5107.96,5352.22,5611.8,5894.36,6121.41,5960.91,6163.52,6333.91,6393.04,6421.69,6511.43,6674.92,6833.48,7093.33,7332.9,7535.66,7032.75,7564.28,8484.26,9087.96,9448.33,9803.16,10180.06,,,,,,,
EU15.1.0.0.0.UCPH,EU15,1,0,0,0,UCPH,European Union (15 countries),01 Private final consumption expenditure,Private final consumption expenditure at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3545.75,3711.39,3737.77,3892.73,4006.42,4235.99,4488.45,4690.86,4957.76,5314.97,5500.57,5657.77,5752.8,6003.82,6241.99,6512.52,6784.53,6772.22,6520.63,6757.61,6928.63,7107.34,7142.57,7349.85,7692.34,7715.08,7859.51,8089.75,8299.86,7602.56,8242.18,9271.54,9854.84,10226.47,10592.06,10959.9,,,,,,,
EA19.1.0.0.0.UCPH,EA19,1,0,0,0,UCPH,Euro area (19 countries),01 Private final consumption expenditure,Private final consumption expenditure at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2973.49,3087.212,3210.87,3367.718,3433.381,3562.536,3745.18,3949.336,4119.904,4242.923,4394.179,4560.973,4746.714,4961.037,5174.98,5334.324,5248.007,5377.246,5505.815,5544.148,5570.565,5653.755,5786.711,5924.758,6115.759,6305.744,6467.697,5996.872,6419.868,7188.932,7691.368,7947.227,8212.078,8500.369,,,,,,,
EA20.1.0.0.0.UCPH,EA20,1,0,0,0,UCPH,Euro area,01 Private final consumption expenditure,Private final consumption expenditure at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3222.265,3379.651,3447.187,3576.731,3758.63,3964.035,4136.455,4261.631,4413.772,4582.098,4769.808,4985.532,5201.401,5363.476,5274.972,5404.367,5533.235,5571.457,5597.749,5679.986,5813.027,5951.894,6144.263,6335.815,6499.344,6026.57,6453.67,7228.849,7736.06,7995.652,8263.45,8554.289,,,,,,,
EA12.1.0.0.0.UCPH,EA12,1,0,0,0,UCPH,Euro area (12 countries),01 Private final consumption expenditure,Private final consumption expenditure at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2749.609,2913.992,2951.485,3061.596,3179.092,3332.337,3393.636,3519.627,3699.87,3898.93,4065.587,4184.572,4331.565,4491.41,4669.943,4874.039,5072.866,5219.367,5138.596,5265.517,5389.459,5423.013,5448.353,5528.723,5658.298,5791.184,5973.716,6154.356,6308.015,5840.893,6248.406,6986.074,7472.101,7718.98,7971.492,8247.758,,,,,,,
DU15.1.0.0.0.UCPH,DU15,1,0,0,0,UCPH,EU15 (including D_W West-Germany),01 Private final consumption expenditure,Private final consumption expenditure at current prices ,"Mrd ECU/EUR, Standard aggregation",188.432,203.978,222.693,244.007,265.278,289.342,312.68,334.245,358.711,395.331,440.158,488.448,544.368,624.416,727.793,832.862,951.956,1054.008,1149.04,1313.985,1494.933,1678.368,1838.945,1958.411,2115.65,2272.281,2386.645,2521.058,2738.285,2995.668,3201.179,3438.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
DA12.1.0.0.0.UCPH,DA12,1,0,0,0,UCPH,EA12 (including D_W West-Germany),01 Private final consumption expenditure,Private final consumption expenditure at current prices ,"Mrd ECU/EUR, Standard aggregation",130.672,143.308,158.049,175.074,191.058,209.5,227.27,244.259,268.321,297.563,332.978,370.185,415.47,487.841,570.023,654.204,754.484,840.298,913.34,1035.131,1156.888,1272.106,1399.895,1498.706,1616.956,1724.717,1846.826,1955.733,2078.914,2283.307,2468.947,2642.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
BEL.1.0.0.0.UCPH,BEL,1,0,0,0,UCPH,Belgium,01 Private final consumption expenditure,Private final consumption expenditure at current prices ,Mrd EURO-BEF,8.9578,9.3284,9.7912,10.6127,11.3449,12.3975,13.2377,13.977,15.1328,16.3926,17.5542,19.4195,21.6066,24.5357,28.1075,31.8568,35.7385,39.3746,42.1564,46.3306,50.3007,54.2515,59.5428,63.656,67.4625,72.7212,74.9796,77.5478,81.0557,86.9361,92.154,97.6084,101.2956,103.4103,108.2798,111.6857,114.5983,118.0209,123.0972,126.1764,134.1161,138.526,140.8259,143.9561,149.1269,155.6027,162.7324,170.5919,178.4192,180.0995,190.2282,196.4794,203.7242,208.5046,212.2493,217.3986,224.1784,233.0868,241.7306,248.8256,233.039,252.6303,288.5186,307.645,317.2448,327.86,338.2672,,,,,,,
BGR.1.0.0.0.UCPH,BGR,1,0,0,0,UCPH,Bulgaria,01 Private final consumption expenditure,Private final consumption expenditure at current prices ,Mrd BGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0936,0.168,0.2801,0.4962,0.7336,1.6146,12.4549,14.8464,16.3093,18.6965,21.2566,23.258,24.912,28.1633,32.3299,35.8578,43.5115,47.8307,46.0878,48.0509,50.8123,54.2143,51.3838,52.8497,55.6012,57.7173,61.8684,65.6242,70.9805,70.2732,80.8779,97.5145,106.9298,117.2164,123.6258,131.5366,,,,,,,
CZE.1.0.0.0.UCPH,CZE,1,0,0,0,UCPH,Czechia,01 Private final consumption expenditure,Private final consumption expenditure at current prices ,Mrd CZK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.522,439.406,513.214,612.564,688.002,786.023,909.211,1015.411,1093.136,1149.558,1208.4,1287.118,1345.235,1412.797,1504.24,1574.03,1661.09,1778.704,1916.606,1924.967,2005.645,2041.557,2065.16,2094.489,2147.39,2237.695,2342.192,2520.344,2684.748,2848.112,2744.536,2979.988,3423.701,3599.205,3767.237,3956.984,4174.66,,,,,,,
