SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
EU27.1.0.0.0.UVGN,EU27,1,0,0,0,UVGN,European Union,01 Gross national income,Gross national income at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6318.48,6626.2,6810.37,7086.47,7424.47,7858.28,8215.54,8490.08,8738.01,9170.58,9587.38,10170.12,10760.49,11072.32,10649.54,11063.23,11432.8,11506.42,11647.32,11910.95,12273.25,12650.99,13169.04,NA,14174.22,13574.64,14871.61,16145.58,17175.12,17899.44,18589.6,19317.35,,,,,,,
EU15.1.0.0.0.UVGN,EU15,1,0,0,0,UVGN,European Union (15 countries),01 Gross national income,Gross national income at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6215.78,6469.96,6493.5,6784.5,7041.45,7410.87,7823.29,8177.75,8597.23,9206.87,9548.08,9850.95,10024.8,10537.2,10955.67,11542.55,12098.43,12010.47,11446.87,11953.42,12322.68,12551.87,12647.5,13086.95,13705.18,13847.58,14233.42,14701.94,15231.19,14428.41,15937.33,17292.98,18199.46,18956.73,19664.24,20357.05,,,,,,,
EA19.1.0.0.0.UVGN,EA19,1,0,0,0,UVGN,Euro area (19 countries),01 Gross national income,Gross national income at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5254.18,NA,5731.41,5985.25,6131.16,6364.18,6672.68,7021.12,7334.44,7560.93,7798.21,8173.03,8483.31,8963.74,9430.01,9621.84,9352.34,9634.35,9923.65,9965.11,10079.16,10314.22,10609.5,10948.83,11347.47,11782.51,12162.08,11575.86,12648.7,13684.74,14521.31,15063.51,15586.43,16145.56,,,,,,,
EA20.1.0.0.0.UVGN,EA20,1,0,0,0,UVGN,Euro area,01 Gross national income,Gross national income at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5748.72,6004.12,6152.37,6387.02,6694.4,7044.33,7359.87,7589.24,7828.25,8206.31,8519.35,9003.42,9473.54,9669.06,9396.67,9678.94,9968.11,10008.53,10123.05,10357.76,10654.71,10995.34,11397.34,11834.84,12217.48,11627.15,12706.53,13751.76,14598.77,15149.14,15677.69,16241.38,,,,,,,
EA12.1.0.0.0.UVGN,EA12,1,0,0,0,UVGN,Euro area (12 countries),01 Gross national income,Gross national income at current prices ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4893.4,5154.59,5215.85,5421.65,5676.75,5925.08,6063.09,6289.88,6596.81,6936.55,7242.77,7461.69,7692.56,8057.58,8354.06,8817.36,9257.81,9424.99,9167.91,9446.71,9726.08,9760.16,9869.47,10097.71,10386.15,10718.71,11100.32,11517.16,11882.11,11296.54,12342.87,13343.31,14144.93,14666.58,15166.12,15702.79,,,,,,,
DU15.1.0.0.0.UVGN,DU15,1,0,0,0,UVGN,EU15 (including D_W West-Germany),01 Gross national income,Gross national income at current prices ,"Mrd ECU/EUR, Standard aggregation",319.002,347.117,378.922,414.125,458.257,500.567,540.501,576.487,626.95,701.487,790.416,876.14,974.39,1128.404,1306.504,1468.063,1685.396,1862.083,2048.881,2327.26,2623.289,2900.052,3163.556,3381.621,3674.252,3944.334,4173.446,4405.528,4813.77,5269.132,5661.524,6035.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
DA12.1.0.0.0.UVGN,DA12,1,0,0,0,UVGN,EA12 (including D_W West-Germany),01 Gross national income,Gross national income at current prices ,"Mrd ECU/EUR, Standard aggregation",228.122,250.69,276.842,305.078,338.242,369.932,400.226,428.457,476.266,535.643,604.192,671.134,752.761,891.05,1038.982,1163.301,1345.596,1494.747,1642.168,1849.171,2044.136,2213.698,2427.828,2607.143,2830.094,3021.7,3274.621,3453.425,3711.741,4066.762,4424.439,4712.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
BEL.1.0.0.0.UVGN,BEL,1,0,0,0,UVGN,Belgium,01 Gross national income,Gross national income at current prices ,Mrd EURO-BEF,15.1728,16.0983,17.1965,18.4709,20.6578,22.5675,24.2365,25.9849,27.7928,30.8157,34.3278,37.2864,41.4156,47.0607,54.7421,60.7715,69.1564,74.6523,79.9766,85.3834,91.8382,96.5232,103.9557,110.0764,119.1814,127.1311,133.1809,138.9753,148.6705,160.7222,170.6342,179.4389,188.3781,195.9253,208.0824,215.1113,219.271,229.5547,238.2734,247.9521,262.9837,269.2795,277.9782,286.5695,300.9412,313.9109,329.8276,348.3987,360.2984,354.547,368.7769,379.3439,396.6931,403.6817,413.1744,421.3866,432.3086,447.3614,464.1332,483.4871,467.902,512.5475,570.2834,604.4311,625.6893,647.6294,669.6378,,,,,,,
BGR.1.0.0.0.UVGN,BGR,1,0,0,0,UVGN,Bulgaria,01 Gross national income,Gross national income at current prices ,Mrd BGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2602,1.9317,18.2009,25.6794,24.5619,27.2735,30.8243,34.5871,36.944,41.4236,46.6053,51.9023,59.2604,69.652,71.6184,73.2136,78.2211,80.9413,80.0571,83.0313,86.7953,93.8852,102.3682,NA,114.1288,116.5873,132.8514,159.2662,176.3632,192.2118,201.9039,213.6834,,,,,,,
CZE.1.0.0.0.UVGN,CZE,1,0,0,0,UVGN,Czechia,01 Gross national income,Gross national income at current prices ,Mrd CZK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1208.873,1383.57,1595.146,1813.309,1952.816,2137.077,2225.477,2353.289,2518.939,2607.687,2738.272,2941.929,3136.689,3310.505,3608.077,3791.268,3672.519,3720.46,3768.871,3862.802,3913.575,4087.062,4310.23,4483.102,4850.334,5162.738,5524.841,5527.557,6123.145,6762.977,7510.423,7910.624,8290.066,8721.112,,,,,,,
