SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
EU27.1.0.0.0.OKND,EU27,1,0,0,0,OKND,European Union,"01 Net capital stock at constant prices, total economy",Net capital stock at 2015 prices: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26021.78,26513.37,27026.87,27610.05,28250.48,28937.9,29590.86,30166.54,30726.96,31312.77,31930.78,32649.55,33466.78,34224.47,34646.93,35033.21,35445.1,35764.45,36012.12,36285.48,36623.57,36993.54,37420.45,37896.22,38504.79,38908.37,39385.89,39886.39,40410.61,40857.32,41341.03,41880.18,,,,,,,
EU15.1.0.0.0.OKND,EU15,1,0,0,0,OKND,European Union (15 countries),"01 Net capital stock at constant prices, total economy",Net capital stock at 2015 prices: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26784.69,27427.25,27930.49,28442.98,28975.26,29524.23,30081.2,30713.59,31402.26,32143.36,32845.87,33471.82,34078.66,34706.7,35359.75,36100.12,36912.36,37628.65,37999.01,38358.14,38726.25,39009.55,39237.31,39502.58,39840.05,40242.19,40700.26,41181.88,41783.03,42139.31,42596.01,43089.55,43562.21,43959.46,44380.34,44850.12,,,,,,,
EA19.1.0.0.0.OKND,EA19,1,0,0,0,OKND,Euro area (19 countries),"01 Net capital stock at constant prices, total economy",Net capital stock at 2015 prices: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23264.91,23712.52,24174.26,24698.16,25278.9,25899.51,26491.18,27013.45,27518.88,28039.59,28580.55,29196.92,29878.43,30492.54,30825.13,31133.37,31455.68,31691.42,31861.82,32042.24,32271.39,32542.9,32861.39,33213.73,33687.47,33970.96,34315.75,34677.25,35046.98,35349.54,35679.5,36052.89,,,,,,,
EA20.1.0.0.0.OKND,EA20,1,0,0,0,OKND,Euro area,"01 Net capital stock at constant prices, total economy",Net capital stock at 2015 prices: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23325.11,23773.34,24236.7,24762.19,25344.44,25966.14,26558.47,27082.38,27590.68,28114.12,28658.94,29279.57,29965.65,30585.08,30920.68,31230.25,31553.63,31790.23,31961.63,32142.83,32373.06,32645.9,32965.77,33319.89,33796.12,34081.25,34427.92,34792.32,35166.35,35474.08,35809.45,36188.29,,,,,,,
EA12.1.0.0.0.OKND,EA12,1,0,0,0,OKND,Euro area (12 countries),"01 Net capital stock at constant prices, total economy",Net capital stock at 2015 prices: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21176.63,21730.59,22159.52,22592.26,23038.16,23481.81,23936.45,24450.3,25023.08,25636.73,26219,26731.52,27226.67,27734.95,28259.23,28854.57,29509.74,30099.97,30425.43,30728,31041.08,31269.9,31434.02,31608.26,31827.74,32091.18,32399.17,32738.42,33197.71,33469.31,33799.26,34146.71,34496.11,34780.81,35091.85,35445.81,,,,,,,
DU15.1.0.0.0.OKND,DU15,1,0,0,0,OKND,EU15 (including D_W West-Germany),"01 Net capital stock at constant prices, total economy",Net capital stock at 2015 prices: total economy ,"Mrd ECU/EUR, Standard aggregation",9521.67,9884.48,10266.58,10654.5,11102.51,11569.54,12050.44,12540.81,13075.08,13661.08,14296.52,14951.07,15628.23,16340.54,16989.62,17534.54,18069.99,18599.03,19133.78,19700.51,20266.93,20751.07,21187,21604.45,22020.55,22451.71,22909.19,23418.36,24025.85,24715.47,25427.51,26080.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
DA12.1.0.0.0.OKND,DA12,1,0,0,0,OKND,EA12 (including D_W West-Germany),"01 Net capital stock at constant prices, total economy",Net capital stock at 2015 prices: total economy ,"Mrd ECU/EUR, Standard aggregation",6818.51,7120.71,7442.6,7767.32,8132.78,8513.67,8909.01,9304.05,9729.16,10206.14,10721.87,11255.68,11810.51,12397.32,12941.97,13408.63,13871.07,14333.16,14795.27,15277.59,15776.37,16216.05,16601.87,16961.08,17299.64,17641.53,18006.81,18398.8,18859.94,19376.85,19932.19,20472.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
BEL.1.0.0.0.OKND,BEL,1,0,0,0,OKND,Belgium,"01 Net capital stock at constant prices, total economy",Net capital stock at 2015 prices: total economy ,Mrd EURO-BEF,291.126,299.195,308.475,317.089,328.799,341.197,354.915,368.996,381.498,394.633,409.773,424.134,437.844,453.81,471.703,489.496,508.389,525.782,543.347,559.35,578.248,588.709,596.987,602.327,608.218,615.464,623.378,632.918,648.934,670.11,694.964,715.457,735.204,752.074,768.048,784.29,799.214,816.532,833.541,851.196,870.34,888.423,901.155,911.631,926.544,943.669,960.274,980.874,1001.212,1016.759,1030.706,1047.967,1064.471,1077.978,1095.515,1114.664,1136.431,1157.52,1179.895,1204.955,1222.462,1243.082,1264.674,1288.536,1311.381,1334.605,1358.333,,,,,,,
BGR.1.0.0.0.OKND,BGR,1,0,0,0,OKND,Bulgaria,"01 Net capital stock at constant prices, total economy",Net capital stock at 2015 prices: total economy ,Mrd BGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.306,118.503,120.09,121.864,123.7705,125.7209,129.05,132.237,135.5269,140.0696,147.6554,157.0554,168.346,184.9698,195.7053,201.3369,206.7518,212.7954,219.0557,224.5643,230.4949,234.5635,238.8971,243.9512,249.5705,254.9801,258.4117,262.8312,268.9785,274.4453,280.2279,286.6536,,,,,,,
CZE.1.0.0.0.OKND,CZE,1,0,0,0,OKND,Czechia,"01 Net capital stock at constant prices, total economy",Net capital stock at 2015 prices: total economy ,Mrd CZK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8728.76,9039.16,9273.63,9477.12,9650.49,9852.13,10076.64,10286.01,10489.93,10710.31,10966.15,11242.36,11609.38,11945.39,12156.24,12354.24,12542.44,12693.01,12815.94,12955.15,13167.63,13325.98,13489.25,13724.18,14018.29,14193.89,14403.59,14696.47,15000.4,15290.51,15601.43,15941.6,,,,,,,
