SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
EU27.1.0.0.0.UWCD,EU27,1,0,0,0,UWCD,European Union,01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3079.88,3207.176,3263.209,3368.95,3537.405,3750.043,3911.575,4052.139,4156.488,4285.259,4448.665,4657.577,4906.603,5163.324,5089.562,5208.835,5347.407,5418.528,5482.519,5599.197,5757.585,5943.902,6195.693,6461.853,6718.321,6613.777,7028.978,7538.836,8086.416,8565.867,8912.202,9235.418,,,,,,,
EU15.1.0.0.0.UWCD,EU15,1,0,0,0,UWCD,European Union (15 countries),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3070.764,3214.38,3224.428,3307.913,3418.869,3562.608,3738.96,3874,4116.051,4425.782,4598.747,4740.395,4806.023,4997.606,5168.065,5406.718,5676.514,5729.014,5589.267,5742.101,5877.338,6027.998,6078.917,6263.924,6564.649,6623.132,6789.878,7042.357,7310.561,7193.824,7677.731,8221.068,8742.892,9233.799,9597.677,9898.288,,,,,,,
EA19.1.0.0.0.UWCD,EA19,1,0,0,0,UWCD,Euro area (19 countries),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2819.468,2916.844,2956.299,3045.26,3201.286,3373.736,3509.735,3633.282,3733.742,3842.734,3963.851,4134.537,4329.7,4525.347,4512.242,4584.689,4692.011,4742.25,4792.691,4898.564,5033.355,5185.502,5382.349,5603.918,5815.632,5705.44,6053.235,6482.622,6931.141,7297.679,7568.066,7814.475,,,,,,,
EA20.1.0.0.0.UWCD,EA20,1,0,0,0,UWCD,Euro area,01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2827.284,2925.656,2966.342,3056.466,3212.553,3385.716,3522.218,3647.277,3748.898,3859.014,3981.367,4153.53,4350.537,4548.134,4534.505,4606.454,4713.26,4763.049,4813.041,4918.869,5054.105,5207.046,5405.113,5628.429,5840.973,5730.292,6079.842,6513.03,6967.176,7338.977,7612.256,7860.874,,,,,,,
EA12.1.0.0.0.UWCD,EA12,1,0,0,0,UWCD,Euro area (12 countries),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2431.914,2581.709,2622.395,2680.882,2795.096,2889.874,2925.745,3012.344,3167.484,3336.293,3469.931,3590.363,3687.422,3792.49,3907.416,4069.993,4252.932,4437.855,4430.07,4502.73,4606.747,4654.531,4703.671,4806.147,4935.828,5082.046,5270.646,5481.964,5683.021,5569.613,5906.132,6319.581,6749.72,7102.467,7361.842,7598.174,,,,,,,
DU15.1.0.0.0.UWCD,DU15,1,0,0,0,UWCD,EU15 (including D_W West-Germany),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Standard aggregation",146.584,162.223,179.214,198.184,219.676,240.729,261.631,277.282,300.401,335.091,386.116,435.62,489.483,569.972,676.877,786.171,895.806,990.246,1083.487,1222.05,1385.326,1528.296,1645.271,1725.428,1839.051,1961.168,2057.952,2165.818,2331.578,2534,2755.571,2964.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
DA12.1.0.0.0.UWCD,DA12,1,0,0,0,UWCD,EA12 (including D_W West-Germany),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Standard aggregation",97.375,109.212,122.719,138.311,154.338,169.553,184.694,197.113,220.3,248.099,288.451,329.15,373.996,447.881,532.578,614.256,709.014,791.958,867.382,970.187,1076.712,1170.956,1273.432,1345.726,1430.272,1516.811,1627.093,1719.144,1816.777,1967.261,2160.826,2325.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
BEL.1.0.0.0.UWCD,BEL,1,0,0,0,UWCD,Belgium,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-BEF,6.2194,6.5247,7.169,7.8877,8.8938,9.8429,10.7887,11.5529,12.2763,13.613,15.2836,17.4144,20.0271,23.1413,27.9794,32.1203,37.0121,40.1703,43.1271,46.1592,50.9734,53.3076,56.2334,58.6764,62.8526,66.1541,68.922,70.719,73.6945,79.0451,85.1976,91.678,96.2754,99.6123,103.4726,106.5048,108.6395,112.8635,116.8765,122.9643,128.5636,135.7096,141.9848,144.6686,148.8507,153.9854,161.3932,170.1056,179.6282,181.0097,184.8864,193.2785,199.851,203.6959,206.318,208.238,212.2861,219.5296,226.7296,234.996,230.8924,245.6768,269.152,292.6611,302.7297,313.0708,322.5943,,,,,,,
BGR.1.0.0.0.UWCD,BGR,1,0,0,0,UWCD,Bulgaria,01 Compensation of employees,Compensation of employees: total economy ,Mrd BGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3799,0.658,5.9692,9.2334,9.3492,9.968,11.0448,11.746,12.6849,13.8466,15.7034,17.4073,20.4251,24.4313,25.8507,27.1708,28.5623,30.2138,32.4994,34.2502,36.538,39.3477,43.6201,48.2381,52.3712,54.5752,61.3277,70.3036,80.9217,92.2507,102.3983,111.1022,,,,,,,
CZE.1.0.0.0.UWCD,CZE,1,0,0,0,UWCD,Czechia,01 Compensation of employees,Compensation of employees: total economy ,Mrd CZK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.826,557.663,630.08,740.884,811.184,853.027,879,936.368,1012.222,1085.736,1145.46,1242.104,1330.849,1428.038,1550.227,1661.212,1610.11,1639.68,1677.411,1717.348,1732.181,1796.229,1888.558,1999.057,2180.46,2392.928,2579.546,2624.002,2813.401,3031.25,3265.004,3477.229,3713.681,3929.074,,,,,,,
