SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
EU27.1.0.0.0.UIGT,EU27,1,0,0,0,UIGT,European Union,"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363.771,1420.072,1456.731,1550.074,1657.783,1790.405,1837.2,1843.387,1883.426,1981.524,2100.606,2297.746,2508.838,2566.798,2242.636,2266.596,2349.6,2307.931,2267.003,2325.959,2463.366,2552.269,2699.748,2849.201,3105.885,2974.654,3223.256,3567.147,3791.113,3818.306,3978.389,4166.33,,,,,,,
EU15.1.0.0.0.UIGT,EU15,1,0,0,0,UIGT,European Union (15 countries),"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1457.576,1463.767,1385.445,1433.492,1483.349,1550.586,1603.197,1707.986,1832.819,1997.1,2040.249,2051.142,2072.662,2179.048,2290.437,2481.939,2662.477,2626.13,2297.714,2343.843,2410.609,2406.08,2370.908,2465.109,2658.204,2737.152,2861.333,2983.085,3229.049,3061.644,3337.545,3683.735,3857.61,3889.65,4030.222,4191.907,,,,,,,
EA19.1.0.0.0.UIGT,EA19,1,0,0,0,UIGT,Euro area (19 countries),"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153.549,1191.966,1242.938,1283.109,1306.967,1386.298,1486.688,1596.639,1637.682,1639.655,1678.5,1760.654,1853.24,2011.389,2166.811,2188.62,1941.768,1956.591,2017.006,1973.669,1934.752,1976.791,2089.657,2180.394,2301.342,2422.702,2648.948,2522.376,2722.171,3003.614,3177.44,3181.99,3299.661,3438.299,,,,,,,
EA20.1.0.0.0.UIGT,EA20,1,0,0,0,UIGT,Euro area,"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245.411,1286.548,1311.522,1391.069,1491.344,1601.343,1642.975,1646.019,1686.429,1769.252,1862.517,2022.072,2178.583,2202.146,1953.135,1966.165,2026.076,1982.287,1943.363,1985.112,2098.34,2189.699,2311.118,2433.297,2661.167,2533.714,2734.401,3018.222,3194.967,3201.686,3320.717,3460.464,,,,,,,
EA12.1.0.0.0.UIGT,EA12,1,0,0,0,UIGT,Euro area (12 countries),"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170.125,1201.036,1143.688,1180.786,1229.992,1267.401,1288.267,1365.3,1466.462,1575.26,1614.057,1614.757,1651.696,1730.39,1817.592,1968.406,2113.719,2132.601,1901.268,1916.851,1972.669,1930.035,1890.561,1931.994,2040.418,2131.869,2248.526,2364.906,2586.896,2460.965,2653.72,2926.433,3087.961,3091.112,3202.354,3335.31,,,,,,,
DU15.1.0.0.0.UIGT,DU15,1,0,0,0,UIGT,EU15 (including D_W West-Germany),"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,"Mrd ECU/EUR, Standard aggregation",71.512,81.566,89.754,97.842,112.98,122.752,132.207,139.243,151.872,171.21,200.285,222.827,247.197,287.093,327.491,350.389,392.116,432.018,470.687,540.883,618.906,660.78,697.922,729.645,781.546,840.05,884.517,954.147,1083.401,1227.644,1325.429,1372.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
DA12.1.0.0.0.UIGT,DA12,1,0,0,0,UIGT,EA12 (including D_W West-Germany),"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,"Mrd ECU/EUR, Standard aggregation",54.294,62.323,69.533,76.054,87.359,94.822,102.147,106.853,118.138,134.684,157.604,176.08,196.358,231.455,265.214,284.942,319.618,354.653,385.692,437.722,497.779,527.319,554.894,579.236,609.798,647.136,697.225,746.419,828.869,932.24,1029.096,1085.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
BEL.1.0.0.0.UIGT,BEL,1,0,0,0,UIGT,Belgium,"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,Mrd EURO-BEF,3.4342,3.8995,4.296,4.4868,5.434,5.913,6.5129,6.9757,7.0018,7.6913,9.1218,9.6047,10.2366,11.6323,14.3056,15.8638,17.5083,18.851,20.0234,20.7752,22.8194,20.7808,21.1699,20.6874,21.9283,23.8997,24.8082,26.4205,31.1784,36.6324,40.7899,39.9014,41.3503,41.0845,42.2432,44.6905,45.396,48.9758,50.6666,53.7112,57.7028,59.1853,56.5542,57.6297,63.703,68.6854,72.5915,80.0392,84.8339,78.4144,79.689,86.3161,88.5408,87.4306,92.4962,96.2053,100.7747,104.2191,109.2441,116.1753,111.4573,121.0032,134.4152,145.7898,149.5245,154.8036,160.3479,,,,,,,
BGR.1.0.0.0.UIGT,BGR,1,0,0,0,UIGT,Bulgaria,"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,Mrd BGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01528,0.03902,0.0516,0.06132,0.11455,0.21264,0.09738,1.84252,3.86151,4.07082,4.70562,5.96987,6.46531,7.25619,8.63197,12.06705,14.70895,17.96183,24.02468,20.33055,16.61174,16.90612,17.45618,17.42336,17.72223,18.68439,17.55427,18.7949,20.62364,22.40381,22.98112,22.71971,28.62735,34.62423,34.44592,36.36627,38.87682,,,,,,,
CZE.1.0.0.0.UIGT,CZE,1,0,0,0,UIGT,Czechia,"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,Mrd CZK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.124,231.101,272.147,340.892,411.266,538.248,628.793,640.667,668.88,680.543,746.447,803.39,801.454,828.755,882.501,938.038,993.804,1144.129,1167.085,1072.552,1069.618,1068.82,1045.045,1032.888,1083.151,1194.421,1177.309,1228.924,1360.492,1517.682,1488.282,1654.963,1951.952,2079.923,2131.781,2237.475,2354.017,,,,,,,
DNK.1.0.0.0.UIGT,DNK,1,0,0,0,UIGT,Denmark,"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,Mrd DKK,9.6703,11.5336,12.9466,13.1239,16.7081,18.4573,20.2423,22.4539,24.3685,29.2518,32.3142,34.9884,41.6824,47.7708,51.6721,51.883,65.1248,69.9753,76.5251,82.7086,81.7222,75.7017,89.8585,100.382,116.2915,137.2104,160.8416,167.1858,162.1267,170.5209,174.6508,174.2995,172.5584,167.6173,181.6461,201.4855,212.9687,237.9286,255.2315,259.2708,284.5504,291.798,290.5828,297.817,311.8676,336.6575,392.2358,409.6108,415.1389,347.6774,326.2109,335.4628,355.8467,364.0109,382.8688,402.0399,441.0016,464.8582,488.2609,491.905,516.1411,578.328,648.8916,633.0599,633.962,662.1625,690.2647,,,,,,,
DEU.1.0.0.0.UIGT,DEU,1,0,0,0,UIGT,Germany,"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,Mrd EURO-DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.348,427.618,421.089,441.579,445.812,442.275,444.044,459.082,474.306,487.329,472.991,442.153,431.667,431.813,436.406,472.193,501.203,516.899,469.819,501.768,549.605,558.913,561.175,590.405,609.619,640.443,671.086,714.88,748.216,736.476,779.205,858.253,899.88,897.3506,918.8571,958.2864,,,,,,,
D_W.1.0.0.0.UIGT,D_W,1,0,0,0,UIGT,West Germany,"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,Mrd EURO-DEM,39.3368,44.6187,49.6548,52.2369,59.7162,64.1,66.3828,61.042,63.8273,74.2576,91.98,104.52,111.44,117.34,114.34,113.56,122.19,131.77,143.77,162.01,178.05,178.08,175.02,184.57,189.8,193.97,203.25,210.19,224.14,246.69,277.7,306.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
EST.1.0.0.0.UIGT,EST,1,0,0,0,UIGT,Estonia,"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,Mrd EURO-EEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36943,0.56361,0.75847,0.9947,1.3077,1.59831,1.40066,1.64704,1.91662,2.39071,2.86463,3.10156,3.72771,4.99341,5.96884,5.17331,3.20486,3.13016,4.41242,5.14389,5.27617,5.1612,5.05348,5.31312,6.17725,7.0263,7.57794,8.68523,9.03221,9.39661,10.66474,10.98809,11.53231,12.40139,,,,,,,
IRL.1.0.0.0.UIGT,IRL,1,0,0,0,UIGT,Ireland,"01 Gross fixed capital formation, total economy and sectors",Gross fixed capital formation at current prices: total economy ,Mrd EURO-IEP,0.136,0.1657,0.1965,0.231,0.2757,0.3069,0.2987,0.3307,0.3891,0.5001,0.5506,0.6548,0.7915,1.0194,1.0995,1.2877,1.6834,2.0568,2.709,3.5346,3.9541,4.8734,5.1361,4.9665,5.0993,4.9121,5.0267,5.0228,5.1892,6.2303,7.3166,6.9507,7.2652,7.2141,8.2822,9.8958,11.9208,14.6064,18.1176,22.4181,25.759,29.2237,32.0861,36.2648,42.1124,50.8007,57.2994,56.5729,46.5251,35.8757,29.4225,28.6775,34.4469,33.4276,40.5035,66.1146,94.1234,100.1432,93.4992,193.5552,157.987,99.0069,110.306,118.2311,92.644,119.586,124.2929,,,,,,,
