SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
EU27.1.0.0.0.UTVG,EU27,1,0,0,0,UTVG,European Union,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795.661,844.479,873.877,954.752,1012.312,1052.045,1081.352,1124.74,1156.485,1210.246,1277.534,1357.674,1437.489,1435.676,1361.659,1435.423,1503.467,1546.954,1581.364,1631.784,1681.538,1723.131,1792.307,1856.03,1923.561,1809.415,2007.658,2140.853,2191.926,2302.13,2403.625,2501.374,,,,,,,
EU15.1.0.0.0.UTVG,EU15,1,0,0,0,UTVG,European Union (15 countries),01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873.688,926.872,984.63,1074.258,1148.482,1210.683,1233.859,1279.281,1298.419,1360.254,1416.982,1500.24,1574.156,1517.927,1429.506,1525.079,1599.265,1666.799,1698.531,1773.463,1855.655,1869.09,1917.987,1974.943,2041.68,1891.827,2108.324,2268.328,2294.089,2397.242,2500.676,2593.834,,,,,,,
EA19.1.0.0.0.UTVG,EA19,1,0,0,0,UTVG,Euro area (19 countries),01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695.297,731.961,757.398,824.703,875.37,907.455,932.742,966.449,994.879,1038.459,1089.111,1154.75,1213.575,1198.663,1154.697,1201.025,1253.294,1290.517,1319.683,1369.006,1404.93,1437.136,1490.388,1542.76,1599.578,1491.984,1649.248,1757.911,1786.937,1864.194,1942.229,2013.952,,,,,,,
EA20.1.0.0.0.UTVG,EA20,1,0,0,0,UTVG,Euro area,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.706,735.604,761.387,829.347,879.739,912.205,937.841,972.143,1000.879,1044.77,1095.922,1162.32,1221.721,1207.571,1162.673,1209.209,1261.281,1298.751,1328.089,1377.295,1413.76,1446.449,1500.31,1553.476,1610.928,1501.723,1660.668,1770.856,1801.931,1880.934,1960.006,2032.65,,,,,,,
EA12.1.0.0.0.UTVG,EA12,1,0,0,0,UTVG,Euro area (12 countries),01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,"Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.898,723.963,748.279,814.718,865.059,896.049,920.832,953.428,980.405,1022.49,1071.172,1134.891,1190.118,1174.012,1132.196,1177.478,1227.966,1264.662,1292.816,1340.658,1375.174,1406.243,1457.381,1507.517,1562.118,1456.24,1609.329,1712.897,1738.529,1812.808,1886.186,1954.87,,,,,,,
BEL.1.0.0.0.UTVG,BEL,1,0,0,0,UTVG,Belgium,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd EURO-BEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8969,27.4581,28.9998,30.135,32.1555,33.5361,33.6463,34.7952,36.1879,38.464,40.3761,42.3747,44.3791,45.4069,44.9312,47.8148,49.8522,52.6249,53.468,54.2002,55.1131,57.789,59.5552,61.6191,63.654,59.3269,66.8821,68.9471,73.3548,73.81817,75.04839,76.99164,,,,,,,
BGR.1.0.0.0.UTVG,BGR,1,0,0,0,UTVG,Bulgaria,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd BGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1065,0.1955,1.8032,3.3122,3.2629,3.8356,4.07,4.2114,5.1767,6.4786,7.554,8.906,10.1149,12.1673,10.3473,10.3026,11.1929,11.8388,12.5654,12.565,13.6671,14.6928,15.7217,16.2137,18.3779,18.1474,20.6532,27.0265,27.0177,30.44336,32.53761,34.0112,,,,,,,
CZE.1.0.0.0.UTVG,CZE,1,0,0,0,UTVG,Czechia,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd CZK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.181,204.517,210.075,220.051,242.728,249.866,260.927,269.859,287.369,333.624,351.621,361.775,405.146,417.216,424.975,441.35,481.136,501.818,521.698,513.084,561.907,586.84,626.254,647.349,688.032,651.333,705.037,767.077,805.767,845.9957,886.7996,926.7199,,,,,,,
DNK.1.0.0.0.UTVG,DNK,1,0,0,0,UTVG,Denmark,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd DKK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.913,181.298,192.444,212.231,220.522,221.066,230.282,240.11,242.689,257.088,275.906,290.865,303.41,296.228,281.462,292.84,301.44,309.668,316.825,322.235,331.509,340.492,348.566,360.121,364.593,371.37,394.566,404.589,387.913,398.3867,414.3111,430.1201,,,,,,,
DEU.1.0.0.0.UTVG,DEU,1,0,0,0,UTVG,Germany,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd EURO-DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.941,168.39,179.397,195.483,196.847,197.612,200.628,208.114,223.572,229.381,233.418,235.394,240.978,239.835,242.581,252.846,278.208,283.315,286.922,287.084,309.27,315.623,325.968,337.783,349.818,359.16,371.778,381.4,394.384,371.274,411.025,431.742,424.31,445.6797,466.2253,486.7565,,,,,,,
EST.1.0.0.0.UTVG,EST,1,0,0,0,UTVG,Estonia,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd EURO-EEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3607,0.4856,0.6119,0.6298,0.6337,0.7678,0.8723,0.9836,1.0663,1.2449,1.4244,1.8046,2.1729,2.005,2.0835,2.0739,2.2878,2.5381,2.5896,2.8073,2.9936,3.2527,3.4346,3.6497,4.0279,3.7413,4.2848,4.8573,5.1468,5.641624,6.142188,6.657161,,,,,,,
IRL.1.0.0.0.UTVG,IRL,1,0,0,0,UTVG,Ireland,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd EURO-IEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6428,8.4717,9.5202,10.8643,12.2084,14.0402,14.5941,16.174,17.6619,19.6949,22.335,25.0805,25.8544,22.5571,18.3685,18.0764,17.7941,18.3629,19.311,21.2603,22.4868,23.4707,24.6493,25.7172,27.5345,23.7425,29.4448,31.6107,33.2229,36.0308,37.86033,39.56294,,,,,,,
GRC.1.0.0.0.UTVG,GRC,1,0,0,0,UTVG,Greece,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd EURO-GRD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.426,12.948,14.578,15.47,17.335,18.455,19.383,21.001,21.68,22.444,23.632,26.688,29.241,30.413,27.826,28.454,27.971,27.203,26.615,28.728,29.137,30.899,31.221,31.911,32.27,27.772,31.408,39.51,38.428,39.94572,40.62219,41.85196,,,,,,,
ESP.1.0.0.0.UTVG,ESP,1,0,0,0,UTVG,Spain,01 Revenue (ESA 2010),Taxes linked to imports and production (indirect taxes): general government :- ESA 2010 ,Mrd EURO-ESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.02,49.23,53.904,61.496,67.814,72.939,76.726,82.033,89.95,100.46,112.258,122.204,122.839,104.356,86.108,105.981,102.441,105.324,112.744,118.365,126.349,128.812,135.067,141.184,143.058,126.756,146.953,160.429,165.546,176.7488,186.9134,194.0772,,,,,,,
